complex_table_score,elapsed_seconds,embedded_visual_region_count,embedded_visual_regions,extra_actions,height,image_area_ratio,image_read_risk_score,line_count,mode,page,reasons,rect_count,table_score,text_chars,text_density,text_quality_score,visual_reference_count,width
0.0563,0.0034,0,[],[],595.28,0.484,0.402,0,IMAGE_RECONCILE,1,"weak_text_layer,image_page",16,0.3087,47,0.000188,0.65,0,419.53
0.0,0.0001,0,[],[],595.28,0.0,0.35,0,IMAGE_RECONCILE,2,"weak_text_layer,fallback_reconcile",0,0.0,0,0.0,0.0,0,419.53
0.0,0.0019,0,[],[],595.28,0.0,0.1175,0,IMAGE_RECONCILE,3,"weak_text_layer,fallback_reconcile",0,0.15,25,0.0001,0.75,0,419.53
0.0,0.0001,0,[],[],595.28,0.0,0.35,0,IMAGE_RECONCILE,4,"weak_text_layer,fallback_reconcile",0,0.0,0,0.0,0.0,0,419.53
0.3646,0.0063,0,[],[],595.28,0.0,0.1038,0,TEXT_TABLE_FAST,5,"good_text_layer,simple_table_signal",0,0.519,409,0.001638,1.0,0,419.53
0.0,0.0001,0,[],[],595.28,0.0,0.35,0,IMAGE_RECONCILE,6,"weak_text_layer,fallback_reconcile",0,0.0,0,0.0,0.0,0,419.53
0.5031,0.0058,0,[],[],595.28,0.0,0.1243,0,TEXT_TABLE_FAST,7,"good_text_layer,simple_table_signal",1,0.6213,621,0.002487,1.0,0,419.53
0.4396,0.0027,0,[],[],595.28,0.0,0.1436,12,TEXT_TABLE_FAST,8,"good_text_layer,simple_table_signal",12,0.7178,268,0.001073,1.0,0,419.53
0.3854,0.0044,0,[],[],595.28,0.0,0.129,0,TEXT_TABLE_FAST,9,"good_text_layer,simple_table_signal",0,0.5846,545,0.002182,0.9655,0,419.53
0.5062,0.0125,0,[],[],595.28,0.0,0.2135,1,IMAGE_RECONCILE,10,"weak_text_layer,fallback_reconcile",1,0.6675,2690,0.010771,0.7713,0,419.53
0.5062,0.0185,0,[],[],595.28,0.0,0.159,1,TEXT_TABLE_FAST,11,"good_text_layer,simple_table_signal",1,0.6675,3253,0.013026,0.9271,0,419.53
0.5188,0.0127,0,[],[],595.28,0.0,0.2173,1,IMAGE_RECONCILE,12,"weak_text_layer,fallback_reconcile",5,0.7025,2442,0.009778,0.7806,0,419.53
0.5125,0.0199,0,[],[],595.28,0.0,0.188,1,TEXT_TABLE_FAST,13,"good_text_layer,simple_table_signal",3,0.685,3390,0.013574,0.8542,0,419.53
0.5094,0.0114,0,[],[],595.28,0.0,0.2286,1,IMAGE_RECONCILE,14,"weak_text_layer,fallback_reconcile",2,0.6763,2374,0.009506,0.7332,0,419.53
0.5062,0.0173,0,[],[],595.28,0.0,0.1758,1,TEXT_TABLE_FAST,15,"good_text_layer,simple_table_signal",1,0.6675,3175,0.012713,0.8791,0,419.53
0.5062,0.0162,0,[],[],595.28,0.0,0.2342,1,IMAGE_RECONCILE,16,"weak_text_layer,fallback_reconcile",1,0.6675,2355,0.00943,0.7122,0,419.53
0.5156,0.0148,0,[],[],595.28,0.0,0.1773,1,TEXT_TABLE_FAST,17,"good_text_layer,simple_table_signal",4,0.6799,2634,0.010547,0.8819,0,419.53
0.0,0.0002,0,[],[],595.28,0.0,0.35,0,IMAGE_RECONCILE,18,"weak_text_layer,fallback_reconcile",0,0.0,0,0.0,0.0,0,419.53
0.0052,0.0008,0,[],[],595.28,0.0,0.0025,0,IMAGE_RECONCILE,19,"weak_text_layer,fallback_reconcile",0,0.0125,11,4.4e-05,1.0,0,419.53
0.6354,0.0049,0,[],[],595.28,0.0628,0.2691,15,TEXT_TABLE_ACCURATE,20,"good_text_layer,complex_table_signal",65,0.9625,557,0.00223,0.8618,0,419.53
0.8625,0.0079,0,[],[],595.28,0.0,0.282,36,IMAGE_RECONCILE,21,"weak_text_layer,fallback_reconcile",142,1.0,1160,0.004645,0.7656,0,419.53
0.8125,0.0056,0,[],[],595.28,0.0,0.2494,20,TEXT_TABLE_ACCURATE,22,"good_text_layer,complex_table_signal",104,1.0,812,0.003251,0.859,0,419.53
0.8938,0.008,0,[],[],595.28,0.0,0.2673,46,TEXT_TABLE_ACCURATE,23,"good_text_layer,complex_table_signal",98,1.0,1372,0.005494,0.8078,0,419.53
0.874,0.0065,0,[],[],595.28,0.0,0.2463,43,TEXT_TABLE_ACCURATE,24,"good_text_layer,complex_table_signal",126,1.0,982,0.003932,0.8677,0,419.53
0.875,0.0154,0,[],[],595.28,0.0,0.2644,45,TEXT_TABLE_ACCURATE,25,"good_text_layer,complex_table_signal",75,1.0,1967,0.007876,0.8161,0,419.53
0.9062,0.0069,0,[],[],595.28,0.0,0.2802,50,IMAGE_RECONCILE,26,"weak_text_layer,fallback_reconcile",86,1.0,1011,0.004048,0.771,0,419.53
0.8812,0.0119,0,[],[],595.28,0.0,0.3037,42,IMAGE_RECONCILE,27,"weak_text_layer,fallback_reconcile",80,1.0,1685,0.006747,0.7038,0,419.53
0.8594,0.0058,0,[],[],595.28,0.0,0.2432,35,TEXT_TABLE_ACCURATE,28,"good_text_layer,complex_table_signal",104,1.0,965,0.003864,0.8767,0,419.53
0.4479,0.0035,0,[],[],595.28,0.0,0.1666,0,TEXT_TABLE_FAST,29,"good_text_layer,simple_table_signal",0,0.65,755,0.003023,0.8955,0,419.53
0.6312,0.0117,0,[],[],595.28,0.0,0.2521,21,TEXT_TABLE_ACCURATE,30,"good_text_layer,complex_table_signal",21,1.0,1899,0.007604,0.8511,0,419.53
0.8031,0.0086,0,[],[],595.28,0.0,0.2369,48,TEXT_TABLE_ACCURATE,31,"good_text_layer,complex_table_signal",49,0.9695,1641,0.006571,0.8772,0,419.53
0.6,0.0098,0,[],[],595.28,0.0,0.2045,16,TEXT_TABLE_ACCURATE,32,"good_text_layer,complex_table_signal",16,0.9232,1954,0.007824,0.9433,0,419.53
0.1792,0.0069,0,[],[],595.28,0.0,0.177,17,TEXT_TABLE_FAST,33,"good_text_layer,simple_table_signal",17,0.535,3199,0.01281,0.8,0,419.53
0.2625,0.0066,0,[],[],595.28,0.0,0.185,32,TEXT_TABLE_FAST,34,"good_text_layer,simple_table_signal",32,0.575,3215,0.012874,0.8,0,419.53
0.3042,0.0078,0,[],[],595.28,0.0,0.195,32,TEXT_TABLE_FAST,35,"good_text_layer,simple_table_signal",32,0.625,3907,0.015645,0.8,0,419.53
0.35,0.0058,0,[],[],595.28,0.0,0.1819,26,TEXT_TABLE_FAST,36,"good_text_layer,simple_table_signal",26,0.725,2414,0.009666,0.8946,0,419.53
0.4188,0.0067,0,[],[],595.28,0.0,0.2245,12,TEXT_TABLE_FAST,37,"good_text_layer,simple_table_signal",12,0.7725,2462,0.009858,0.8,0,419.53
0.3104,0.007,0,[],[],595.28,0.0,0.1604,13,TEXT_TABLE_FAST,38,"good_text_layer,simple_table_signal",13,0.6525,2734,0.010948,0.9145,0,419.53
0.5625,0.0188,0,[],[],595.28,0.0,0.1864,10,TEXT_TABLE_FAST,39,"good_text_layer,simple_table_signal",10,0.825,2491,0.009975,0.9388,0,419.53
0.6125,0.0173,0,[],[],595.28,0.0,0.2157,18,TEXT_TABLE_ACCURATE,40,"good_text_layer,complex_table_signal",18,0.965,2603,0.010423,0.9351,0,419.53
0.5625,0.0155,0,[],[],595.28,0.0,0.1883,10,TEXT_TABLE_FAST,41,"good_text_layer,simple_table_signal",10,0.825,2456,0.009834,0.9335,0,419.53
0.6125,0.0165,0,[],[],595.28,0.0,0.2152,18,TEXT_TABLE_ACCURATE,42,"good_text_layer,complex_table_signal",18,0.965,2471,0.009894,0.9367,0,419.53
0.6125,0.0127,0,[],[],595.28,0.0,0.2168,18,TEXT_TABLE_ACCURATE,43,"good_text_layer,complex_table_signal",18,0.965,2228,0.008921,0.9319,0,419.53
0.6625,0.0076,0,[],[],595.28,0.0,0.207,26,TEXT_TABLE_ACCURATE,44,"good_text_layer,complex_table_signal",26,1.0,1847,0.007396,0.9799,0,419.53
0.4375,0.0065,0,[],[],595.28,0.0,0.1956,25,TEXT_TABLE_FAST,45,"good_text_layer,simple_table_signal",25,0.8375,3002,0.012021,0.9197,0,419.53
0.1604,0.0043,0,[],[],595.28,0.0,0.0932,9,TEXT_TABLE_FAST,46,"good_text_layer,simple_table_signal",9,0.4325,1490,0.005966,0.981,0,419.53
0.3146,0.0039,0,[],[],595.28,0.0,0.1794,17,TEXT_TABLE_FAST,47,"good_text_layer,simple_table_signal",17,0.6975,1436,0.00575,0.8859,0,419.53
0.1771,0.0038,0,[],[],595.28,0.0,0.1004,10,TEXT_TABLE_FAST,48,"good_text_layer,simple_table_signal",10,0.4625,1364,0.005462,0.9774,0,419.53
0.2583,0.0042,0,[],[],595.28,0.0,0.1305,8,TEXT_TABLE_FAST,49,"good_text_layer,simple_table_signal",8,0.54,1438,0.005758,0.9356,0,419.53
0.1938,0.0035,0,[],[],595.28,0.0,0.1311,6,TEXT_TABLE_FAST,50,"good_text_layer,simple_table_signal",6,0.4425,1069,0.004281,0.8784,0,419.53
0.5021,0.0042,0,[],[],595.28,0.0,0.2286,22,TEXT_TABLE_FAST,51,"good_text_layer,simple_table_signal",22,0.9375,1387,0.005554,0.8826,0,419.53
0.2646,0.0063,0,[],[],595.28,0.0,0.1698,14,TEXT_TABLE_FAST,52,"good_text_layer,simple_table_signal",14,0.6075,2303,0.009222,0.8621,0,419.53
0.2646,0.008,0,[],[],595.28,0.0,0.1542,14,TEXT_TABLE_FAST,53,"good_text_layer,simple_table_signal",14,0.6075,3467,0.013883,0.9065,0,419.53
0.2542,0.007,0,[],[],595.28,0.0,0.1769,14,TEXT_TABLE_FAST,54,"good_text_layer,simple_table_signal",14,0.595,3020,0.012093,0.8347,0,419.53
0.3979,0.0066,0,[],[],595.28,0.0,0.2154,22,TEXT_TABLE_FAST,55,"good_text_layer,simple_table_signal",22,0.8125,2354,0.009426,0.8489,0,419.53
0.1812,0.0023,0,[],[],595.28,0.0,0.1123,9,TEXT_TABLE_FAST,56,"good_text_layer,simple_table_signal",9,0.4575,967,0.003872,0.9407,0,419.53
0.7125,0.0086,0,[],[],595.28,0.0,0.27,34,TEXT_TABLE_ACCURATE,57,"good_text_layer,complex_table_signal",34,1.0,1922,0.007696,0.8,0,419.53
0.0635,0.0046,0,[],[],595.28,0.0,0.1118,7,TEXT_LIGHT,58,"good_text_layer,no_table_signal",7,0.3725,1713,0.006859,0.8933,0,419.53
0.3083,0.0051,0,[],[],595.28,0.0,0.1578,11,TEXT_TABLE_FAST,59,"good_text_layer,simple_table_signal",11,0.63,1746,0.006991,0.9091,0,419.53
0.3729,0.005,0,[],[],595.28,0.0,0.149,8,TEXT_TABLE_FAST,60,"good_text_layer,simple_table_signal",8,0.6775,1865,0.007468,0.9613,0,419.53
0.3219,0.0053,0,[],[],595.28,0.0,0.176,6,TEXT_TABLE_FAST,61,"good_text_layer,simple_table_signal",7,0.6012,1700,0.006807,0.8407,0,419.53
0.1875,0.0042,0,[],[],595.28,0.0,0.165,10,TEXT_TABLE_FAST,62,"good_text_layer,simple_table_signal",10,0.475,1602,0.006415,0.8,0,419.53
0.2313,0.0032,0,[],[],595.28,0.0,0.1342,12,TEXT_TABLE_FAST,63,"good_text_layer,simple_table_signal",12,0.5475,1233,0.004937,0.9293,0,419.53
0.2875,0.0043,0,[],[],595.28,0.0,0.201,16,TEXT_TABLE_FAST,64,"good_text_layer,simple_table_signal",16,0.655,1555,0.006227,0.8,0,419.53
0.3667,0.0048,0,[],[],595.28,0.0,0.1633,12,TEXT_TABLE_FAST,65,"good_text_layer,simple_table_signal",12,0.71,1664,0.006663,0.939,0,419.53
0.6375,0.006,0,[],[],595.28,0.0,0.2399,22,TEXT_TABLE_ACCURATE,66,"good_text_layer,complex_table_signal",22,1.0,2028,0.008121,0.886,0,419.53
0.2562,0.0029,0,[],[],595.28,0.0,0.1305,16,TEXT_TABLE_FAST,67,"good_text_layer,simple_table_signal",16,0.6175,1093,0.004377,0.9799,0,419.53
0.1938,0.0028,0,[],[],595.28,0.0,0.1193,6,TEXT_TABLE_FAST,68,"good_text_layer,simple_table_signal",6,0.4425,1067,0.004273,0.9121,0,419.53
0.2188,0.0047,0,[],[],595.28,0.0,0.1112,10,TEXT_TABLE_FAST,69,"good_text_layer,simple_table_signal",10,0.5125,1830,0.007328,0.9752,0,419.53
0.1375,0.0021,0,[],[],595.28,0.0,0.105,12,TEXT_TABLE_FAST,70,"good_text_layer,simple_table_signal",12,0.435,775,0.003103,0.9486,0,419.53
0.4104,0.0068,0,[],[],595.28,0.0,0.1804,24,TEXT_TABLE_FAST,71,"good_text_layer,simple_table_signal",24,0.8125,2770,0.011092,0.949,0,419.53
0.5292,0.0038,0,[],[],595.28,0.0,0.1917,18,TEXT_TABLE_FAST,72,"good_text_layer,simple_table_signal",18,0.9275,1239,0.004961,0.9824,0,419.53
0.3146,0.0032,0,[],[],595.28,0.0,0.1549,22,TEXT_TABLE_FAST,73,"good_text_layer,simple_table_signal",22,0.7125,1457,0.005834,0.9646,0,419.53
0.4625,0.0022,0,[],[],595.28,0.0,0.1863,14,TEXT_TABLE_FAST,74,"good_text_layer,simple_table_signal",14,0.845,593,0.002375,0.9505,0,419.53
0.2188,0.0022,0,[],[],595.28,0.0,0.1075,10,TEXT_TABLE_FAST,75,"good_text_layer,simple_table_signal",10,0.5125,845,0.003384,0.9856,0,419.53
0.4875,0.0042,0,[],[],595.28,0.0,0.1745,38,TEXT_TABLE_FAST,76,"good_text_layer,simple_table_signal",38,0.8,1521,0.00609,0.9585,0,419.53
0.5458,0.0059,0,[],[],595.28,0.0,0.2119,34,TEXT_TABLE_FAST,77,"good_text_layer,simple_table_signal",34,0.9,2137,0.008557,0.9088,0,419.53
0.425,0.0068,0,[],[],595.28,0.0,0.2141,18,TEXT_TABLE_FAST,78,"good_text_layer,simple_table_signal",18,0.84,2501,0.010015,0.8683,0,419.53
0.6188,0.0076,0,[],[],595.28,0.0,0.2348,39,TEXT_TABLE_ACCURATE,79,"good_text_layer,complex_table_signal",39,0.95,2715,0.010872,0.872,0,419.53
0.3208,0.0046,0,[],[],595.28,0.0,0.1849,13,TEXT_TABLE_FAST,80,"good_text_layer,simple_table_signal",13,0.665,2014,0.008065,0.8516,0,419.53
0.7333,0.0052,0,[],[],595.28,0.0,0.2157,54,TEXT_TABLE_ACCURATE,81,"good_text_layer,complex_table_signal",54,0.975,1446,0.00579,0.9408,0,419.53
0.7229,0.0052,0,[],[],595.28,0.0,0.2267,49,TEXT_TABLE_ACCURATE,82,"good_text_layer,complex_table_signal",49,1.0,1415,0.005666,0.9236,0,419.53
0.2687,0.0037,0,[],[],595.28,0.0,0.1227,8,TEXT_TABLE_FAST,83,"good_text_layer,simple_table_signal",8,0.5525,1180,0.004725,0.9651,0,419.53
0.2625,0.003,0,[],[],595.28,0.0,0.1497,22,TEXT_TABLE_FAST,84,"good_text_layer,simple_table_signal",22,0.65,1351,0.00541,0.9438,0,419.53
0.3312,0.0041,0,[],[],595.28,0.0,0.1448,8,TEXT_TABLE_FAST,85,"good_text_layer,simple_table_signal",8,0.6275,1392,0.005574,0.9448,0,419.53
0.8313,0.0049,0,[],[],595.28,0.0,0.2186,73,TEXT_TABLE_ACCURATE,86,"good_text_layer,complex_table_signal",73,0.95,1319,0.005282,0.9183,0,419.53
0.4792,0.0049,0,[],[],595.28,0.0,0.1751,30,TEXT_TABLE_FAST,87,"good_text_layer,simple_table_signal",30,0.85,1710,0.006847,0.9855,0,419.53
0.2146,0.0058,0,[],[],595.28,0.0,0.1586,16,TEXT_TABLE_FAST,88,"good_text_layer,simple_table_signal",16,0.5675,2260,0.00905,0.8711,0,419.53
0.3125,0.0067,0,[],[],595.28,0.0,0.1693,30,TEXT_TABLE_FAST,89,"good_text_layer,simple_table_signal",30,0.65,2385,0.00955,0.8876,0,419.53
0.35,0.0068,0,[],[],595.28,0.0,0.1849,26,TEXT_TABLE_FAST,90,"good_text_layer,simple_table_signal",26,0.725,2804,0.011228,0.886,0,419.53
0.5625,0.0046,0,[],[],595.28,0.0,0.1813,10,TEXT_TABLE_FAST,91,"good_text_layer,simple_table_signal",10,0.825,1279,0.005121,0.9533,0,419.53
0.3688,0.006,0,[],[],595.28,0.0,0.1865,24,TEXT_TABLE_FAST,92,"good_text_layer,simple_table_signal",24,0.7625,2046,0.008193,0.9029,0,419.53
0.3208,0.0058,0,[],[],595.28,0.0,0.1651,13,TEXT_TABLE_FAST,93,"good_text_layer,simple_table_signal",13,0.665,2063,0.008261,0.9082,0,419.53
0.875,0.006,0,[],[],595.28,0.0,0.2161,94,TEXT_TABLE_ACCURATE,94,"good_text_layer,complex_table_signal",94,0.95,1900,0.007608,0.9253,0,419.53
0.4979,0.0032,0,[],[],595.28,0.0,0.2247,28,TEXT_TABLE_FAST,95,"good_text_layer,simple_table_signal",28,0.8875,1044,0.00418,0.8652,0,419.53
0.6771,0.003,0,[],[],595.28,0.0,0.1988,65,TEXT_TABLE_ACCURATE,96,"good_text_layer,complex_table_signal",65,0.825,975,0.003904,0.9033,0,419.53
0.5333,0.0043,0,[],[],595.28,0.0,0.1903,32,TEXT_TABLE_FAST,97,"good_text_layer,simple_table_signal",32,0.9,1338,0.005358,0.9706,0,419.53
0.4354,0.0028,0,[],[],595.28,0.0,0.1729,28,TEXT_TABLE_FAST,98,"good_text_layer,simple_table_signal",28,0.8125,836,0.003348,0.9704,0,419.53
0.3125,0.0051,0,[],[],595.28,0.0,0.1483,10,TEXT_TABLE_FAST,99,"good_text_layer,simple_table_signal",10,0.625,1042,0.004172,0.9335,0,419.53
0.5021,0.0067,0,[],[],595.28,0.0,0.1966,22,TEXT_TABLE_FAST,100,"good_text_layer,simple_table_signal",22,0.925,2220,0.008889,0.967,0,419.53
0.526,0.0062,0,[],[],595.28,0.0,0.182,42,TEXT_TABLE_FAST,101,"good_text_layer,simple_table_signal",43,0.8125,1971,0.007892,0.9443,0,419.53
0.4562,0.005,0,[],[],595.28,0.0,0.1516,8,TEXT_TABLE_FAST,102,"good_text_layer,simple_table_signal",8,0.6775,1451,0.00581,0.9541,0,419.53
0.2167,0.0034,0,[],[],595.28,0.0,0.1453,18,TEXT_TABLE_FAST,103,"good_text_layer,simple_table_signal",18,0.59,1385,0.005546,0.9221,0,419.53
0.2437,0.0036,0,[],[],595.28,0.0,0.1239,14,TEXT_TABLE_FAST,104,"good_text_layer,simple_table_signal",14,0.5825,1406,0.00563,0.9788,0,419.53
0.5062,0.0069,0,[],[],595.28,0.0,0.2499,26,TEXT_TABLE_FAST,105,"good_text_layer,simple_table_signal",26,0.9125,2258,0.009042,0.8073,0,419.53
0.4333,0.0072,0,[],[],595.28,0.0,0.203,26,TEXT_TABLE_FAST,106,"good_text_layer,simple_table_signal",26,0.825,2775,0.011112,0.8915,0,419.53
0.5167,0.0077,0,[],[],595.28,0.0,0.2079,26,TEXT_TABLE_FAST,107,"good_text_layer,simple_table_signal",26,0.925,2787,0.01116,0.9346,0,419.53
0.4604,0.0064,0,[],[],595.28,0.0,0.2132,22,TEXT_TABLE_FAST,108,"good_text_layer,simple_table_signal",22,0.8875,2359,0.009446,0.898,0,419.53
0.3854,0.0044,0,[],[],595.28,0.0,0.1838,20,TEXT_TABLE_FAST,109,"good_text_layer,simple_table_signal",20,0.8125,1548,0.006199,0.9392,0,419.53
0.3875,0.0031,0,[],[],595.28,0.0,0.1504,12,TEXT_TABLE_FAST,110,"good_text_layer,simple_table_signal",12,0.735,970,0.003884,0.9902,0,419.53
0.2812,0.0025,0,[],[],595.28,0.0,0.1371,15,TEXT_TABLE_FAST,111,"good_text_layer,simple_table_signal",15,0.6375,1068,0.004277,0.9725,0,419.53
0.5333,0.0058,0,[],[],595.28,0.0,0.2268,22,TEXT_TABLE_FAST,112,"good_text_layer,simple_table_signal",22,0.975,2013,0.008061,0.909,0,419.53
0.5542,0.0042,0,[],[],595.28,0.0,0.1757,47,TEXT_TABLE_FAST,113,"good_text_layer,simple_table_signal",47,0.8125,1285,0.005145,0.9622,0,419.53
0.05,0.0041,0,[],[],595.28,0.0,0.1099,6,TEXT_LIGHT,114,"good_text_layer,no_table_signal",6,0.33,1393,0.005578,0.8746,0,419.53
0.2458,0.0076,0,[],[],595.28,0.0,0.191,16,TEXT_TABLE_FAST,115,"good_text_layer,simple_table_signal",16,0.605,3167,0.012681,0.8,0,419.53
0.2396,0.0063,0,[],[],595.28,0.0,0.1975,20,TEXT_TABLE_FAST,116,"good_text_layer,simple_table_signal",20,0.6375,2261,0.009054,0.8,0,419.53
0.2958,0.0044,0,[],[],595.28,0.0,0.199,14,TEXT_TABLE_FAST,117,"good_text_layer,simple_table_signal",14,0.645,1566,0.006271,0.8,0,419.53
0.8396,0.0046,0,[],[],595.28,0.0,0.205,76,TEXT_TABLE_ACCURATE,118,"good_text_layer,complex_table_signal",76,0.9375,1512,0.006054,0.95,0,419.53
0.8958,0.0055,0,[],[],595.28,0.0,0.2372,85,TEXT_TABLE_ACCURATE,119,"good_text_layer,complex_table_signal",85,0.975,1446,0.00579,0.8793,0,419.53
0.2437,0.0052,0,[],[],595.28,0.0,0.1669,14,TEXT_TABLE_FAST,120,"good_text_layer,simple_table_signal",14,0.5825,1758,0.007039,0.856,0,419.53
0.6875,0.0053,0,[],[],595.28,0.0,0.2294,30,TEXT_TABLE_ACCURATE,121,"good_text_layer,complex_table_signal",30,1.0,1424,0.005702,0.9161,0,419.53
0.9333,0.0061,0,[],[],595.28,0.0,0.2251,76,TEXT_TABLE_ACCURATE,122,"good_text_layer,complex_table_signal",76,1.0,1662,0.006655,0.9283,0,419.53
0.2375,0.0036,0,[],[],595.28,0.0,0.148,18,TEXT_TABLE_FAST,123,"good_text_layer,simple_table_signal",18,0.615,1160,0.004645,0.9286,0,419.53
0.75,0.0068,0,[],[],595.28,0.0,0.2384,40,TEXT_TABLE_ACCURATE,124,"good_text_layer,complex_table_signal",40,1.0,1637,0.006555,0.8903,0,419.53
0.9167,0.0059,0,[],[],595.28,0.0,0.2193,109,TEXT_TABLE_ACCURATE,125,"good_text_layer,complex_table_signal",109,1.0,1547,0.006195,0.945,0,419.53
0.5396,0.004,0,[],[],595.28,0.0,0.1809,8,TEXT_TABLE_FAST,126,"good_text_layer,simple_table_signal",8,0.79,1100,0.004405,0.9347,0,419.53
0.3333,0.0058,0,[],[],595.28,0.0,0.1553,10,TEXT_TABLE_FAST,127,"good_text_layer,simple_table_signal",10,0.65,1773,0.0071,0.9278,0,419.53
0.1854,0.0025,0,[],[],595.28,0.0,0.1558,8,TEXT_TABLE_FAST,128,"good_text_layer,simple_table_signal",8,0.4525,722,0.002891,0.8133,0,419.53
0.4562,0.0033,0,[],[],595.28,0.0,0.1915,18,TEXT_TABLE_FAST,129,"good_text_layer,simple_table_signal",18,0.8775,957,0.003832,0.9543,0,419.53
0.5417,0.0033,0,[],[],595.28,0.0,0.202,40,TEXT_TABLE_FAST,130,"good_text_layer,simple_table_signal",40,0.85,1190,0.004765,0.9085,0,419.53
0.1688,0.0043,0,[],[],595.28,0.0,0.1044,12,TEXT_TABLE_FAST,131,"good_text_layer,simple_table_signal",12,0.4725,1784,0.007144,0.9716,0,419.53
0.6292,0.0028,0,[],[],595.28,0.0,0.1777,69,TEXT_TABLE_ACCURATE,132,"good_text_layer,complex_table_signal",69,0.7375,1041,0.004168,0.9136,0,419.53
0.5792,0.0066,0,[],[],595.28,0.0,0.2236,26,TEXT_TABLE_FAST,133,"good_text_layer,simple_table_signal",26,1.0,1723,0.006899,0.9327,0,419.53
0.8438,0.0049,0,[],[],595.28,0.0,0.2102,93,TEXT_TABLE_ACCURATE,134,"good_text_layer,complex_table_signal",93,0.9125,1598,0.006399,0.9209,0,419.53
0.4833,0.0062,0,[],[],595.28,0.0,0.18,9,TEXT_TABLE_FAST,135,"good_text_layer,simple_table_signal",9,0.8075,1800,0.007208,0.9471,0,419.53
0.3812,0.0052,0,[],[],595.28,0.0,0.1813,16,TEXT_TABLE_FAST,136,"good_text_layer,simple_table_signal",16,0.7675,1541,0.006171,0.9205,0,419.53
0.3896,0.0052,0,[],[],595.28,0.0,0.1662,9,TEXT_TABLE_FAST,137,"good_text_layer,simple_table_signal",9,0.7075,1482,0.005934,0.9294,0,419.53
0.5604,0.0044,0,[],[],595.28,0.0,0.1893,38,TEXT_TABLE_FAST,138,"good_text_layer,simple_table_signal",38,0.8875,1256,0.005029,0.9664,0,419.53
0.875,0.0048,0,[],[],595.28,0.0,0.2202,113,TEXT_TABLE_ACCURATE,139,"good_text_layer,complex_table_signal",113,0.95,1484,0.005942,0.9137,0,419.53
0.5125,0.004,0,[],[],595.28,0.0,0.177,7,TEXT_TABLE_FAST,140,"good_text_layer,simple_table_signal",7,0.735,1019,0.00408,0.9142,0,419.53
0.4958,0.0033,0,[],[],595.28,0.0,0.25,26,TEXT_TABLE_FAST,141,"good_text_layer,simple_table_signal",26,0.9,992,0.003972,0.8,0,419.53
0.4958,0.003,0,[],[],595.28,0.0,0.25,26,TEXT_TABLE_FAST,142,"good_text_layer,simple_table_signal",26,0.9,988,0.003956,0.8,0,419.53
0.4958,0.0031,0,[],[],595.28,0.0,0.25,26,TEXT_TABLE_FAST,143,"good_text_layer,simple_table_signal",26,0.9,972,0.003892,0.8,0,419.53
0.5542,0.0045,0,[],[],595.28,0.0,0.255,32,TEXT_TABLE_FAST,144,"good_text_layer,simple_table_signal",32,0.925,1567,0.006275,0.8,0,419.53
